finding_id,project_chapter,project_finding,project_effect_or_result,evidence_grade,literature_domain,source_id,literature_claim,relationship,theoretical_explanation,disagreement_explanation,project_extension,limitation,citation_ready_sentence,source_report
F17,witch,Extreme conservatism produced high unused-resource cost.,R6.2 measured unused potion and missed opportunities.,LEVEL 4 - metric audit,risk_metrics,S061,VaR-like metrics summarize percentile tail exposure.,extends_literature,Opportunity-cost framing explains excessive inaction.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Book metadata requires manual edition review; used for conceptual metric framing.,Extreme conservatism produced high unused-resource cost. This is extends literature relative to Philippe Jorion (2007).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F18,witch,Conservative-full policy was harmful.,R6/R6.1 rejected conservative-full-style Witch policy.,LEVEL 4 - matched live validation pilot,simulation_validation,S057,"Simulation studies need explicit replication, validation, and output analysis.",partially_consistent,Risk aversion can be harmful when resources expire unused.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,General simulation methods textbook.,Conservative-full policy was harmful. This is partially consistent relative to Averill M. Law (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F18,witch,Conservative-full policy was harmful.,R6/R6.1 rejected conservative-full-style Witch policy.,LEVEL 4 - matched live validation pilot,risk_metrics,S064,Risk preferences can alter choices and payoff distributions.,partially_consistent,Risk aversion can be harmful when resources expire unused.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,The project's risk-preference labels are simplified and not calibrated prospect-theory parameters.,Conservative-full policy was harmful. This is partially consistent relative to Daniel Kahneman (1979).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F19,witch,Risk-balanced policies reduced direct waste but did not prove superior.,R6.2 distinguishes waste categories from win-rate superiority.,LEVEL 4 - metric audit,risk_metrics,S060,Tail-risk metrics should examine expected losses conditional on bad outcomes.,consistent_with_literature,Lower risk is not automatically higher payoff.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Optimization framework, while DURF reports CVaR-like descriptive metrics.",Risk-balanced policies reduced direct waste but did not prove superior. This is consistent with literature relative to R. Tyrrell Rockafellar (2000).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F19,witch,Risk-balanced policies reduced direct waste but did not prove superior.,R6.2 distinguishes waste categories from win-rate superiority.,LEVEL 4 - metric audit,risk_metrics,S063,Risk metrics require explicit definitions and caveats about what properties they satisfy.,consistent_with_literature,Lower risk is not automatically higher payoff.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"DURF VaR/CVaR-like metrics are descriptive analogues, not full coherent-risk optimization.",Risk-balanced policies reduced direct waste but did not prove superior. This is consistent with literature relative to Philippe Artzner (1999).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F20,hunter,Hunter had severe downside and CVaR-like risk.,R5/R6.1 show Hunter tail risk and uncertain policy improvement.,LEVEL 4 - risk-analysis,risk_metrics,S060,Tail-risk metrics should examine expected losses conditional on bad outcomes.,consistent_with_literature,Irreversible high-impact actions concentrate downside risk.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Optimization framework, while DURF reports CVaR-like descriptive metrics.",Hunter had severe downside and CVaR-like risk. This is consistent with literature relative to R. Tyrrell Rockafellar (2000).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F20,hunter,Hunter had severe downside and CVaR-like risk.,R5/R6.1 show Hunter tail risk and uncertain policy improvement.,LEVEL 4 - risk-analysis,risk_metrics,S061,VaR-like metrics summarize percentile tail exposure.,consistent_with_literature,Irreversible high-impact actions concentrate downside risk.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Book metadata requires manual edition review; used for conceptual metric framing.,Hunter had severe downside and CVaR-like risk. This is consistent with literature relative to Philippe Jorion (2007).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F20,hunter,Hunter had severe downside and CVaR-like risk.,R5/R6.1 show Hunter tail risk and uncertain policy improvement.,LEVEL 4 - risk-analysis,risk_metrics,S063,Risk metrics require explicit definitions and caveats about what properties they satisfy.,consistent_with_literature,Irreversible high-impact actions concentrate downside risk.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"DURF VaR/CVaR-like metrics are descriptive analogues, not full coherent-risk optimization.",Hunter had severe downside and CVaR-like risk. This is consistent with literature relative to Philippe Artzner (1999).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F21,hunter,Random shooting underperformed.,R6.1 Hunter random shot did not beat reference.,LEVEL 4 - matched live validation pilot,simulation_validation,S055,"DURF engine symmetry, replay, and validation tests are necessary model-credibility evidence.",consistent_with_literature,Uninformed high-impact actions can be dominated by more conservative rules.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"General simulation V&V, not specific to social deduction.",Random shooting underperformed. This is consistent with literature relative to Robert G. Sargent (2013).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F21,hunter,Random shooting underperformed.,R6.1 Hunter random shot did not beat reference.,LEVEL 4 - matched live validation pilot,simulation_validation,S057,"Simulation studies need explicit replication, validation, and output analysis.",consistent_with_literature,Uninformed high-impact actions can be dominated by more conservative rules.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,General simulation methods textbook.,Random shooting underperformed. This is consistent with literature relative to Averill M. Law (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F21,hunter,Random shooting underperformed.,R6.1 Hunter random shot did not beat reference.,LEVEL 4 - matched live validation pilot,risk_metrics,S064,Risk preferences can alter choices and payoff distributions.,consistent_with_literature,Uninformed high-impact actions can be dominated by more conservative rules.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,The project's risk-preference labels are simplified and not calibrated prospect-theory parameters.,Random shooting underperformed. This is consistent with literature relative to Daniel Kahneman (1979).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F22,hunter,No-shot and conservative-threshold policies were harmful.,R6.1 found no-shot/conservative policies weak or harmful.,LEVEL 4 - matched live validation pilot,risk_metrics,S058,Sharpe-like ratios are a recognized way to compare mean return per unit volatility.,partially_consistent,Avoiding downside can also forgo positive option value.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,DURF payoff ratios are analogues and not investment returns.,No-shot and conservative-threshold policies were harmful. This is partially consistent relative to William F. Sharpe (1966).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F22,hunter,No-shot and conservative-threshold policies were harmful.,R6.1 found no-shot/conservative policies weak or harmful.,LEVEL 4 - matched live validation pilot,risk_metrics,S060,Tail-risk metrics should examine expected losses conditional on bad outcomes.,partially_consistent,Avoiding downside can also forgo positive option value.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Optimization framework, while DURF reports CVaR-like descriptive metrics.",No-shot and conservative-threshold policies were harmful. This is partially consistent relative to R. Tyrrell Rockafellar (2000).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F22,hunter,No-shot and conservative-threshold policies were harmful.,R6.1 found no-shot/conservative policies weak or harmful.,LEVEL 4 - matched live validation pilot,risk_metrics,S064,Risk preferences can alter choices and payoff distributions.,partially_consistent,Avoiding downside can also forgo positive option value.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,The project's risk-preference labels are simplified and not calibrated prospect-theory parameters.,No-shot and conservative-threshold policies were harmful. This is partially consistent relative to Daniel Kahneman (1979).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F23,hunter,Reference/highest-suspicion-equivalent behavior remained strongest tested.,R6.1 Hunter reference had best mean payoff.,LEVEL 4 - matched live validation pilot,herding_trust,S019,Speaker-specific trust memory is analogous to reputation scores used for later decisions.,no_direct_prior_comparison,No direct prior Hunter policy literature was identified.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Online service provision differs from hidden-role games.,Reference/highest-suspicion-equivalent behavior remained strongest tested. This is no direct prior comparison relative to Audun Josang (2007).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F23,hunter,Reference/highest-suspicion-equivalent behavior remained strongest tested.,R6.1 Hunter reference had best mean payoff.,LEVEL 4 - matched live validation pilot,risk_metrics,S060,Tail-risk metrics should examine expected losses conditional on bad outcomes.,no_direct_prior_comparison,No direct prior Hunter policy literature was identified.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Optimization framework, while DURF reports CVaR-like descriptive metrics.",Reference/highest-suspicion-equivalent behavior remained strongest tested. This is no direct prior comparison relative to R. Tyrrell Rockafellar (2000).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F24,werewolf_strategy,Random killing was harmful relative to reference.,R5.1/R6 found random wolf kills harmful.,LEVEL 4 - matched live validation pilot,social_deduction,S006,Hidden-role games require joint belief inference and action-based friend-or-foe reasoning.,consistent_with_literature,Strategic targeting matters in hidden-role games.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Avalon action space and no natural-language chat differ from Werewolf speech simulation.,Random killing was harmful relative to reference. This is consistent with literature relative to Jack Serrino (2019).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F24,werewolf_strategy,Random killing was harmful relative to reference.,R5.1/R6 found random wolf kills harmful.,LEVEL 4 - matched live validation pilot,asymmetric_information,S009,Hidden-role games can be framed as incomplete-information games with subjective beliefs over types.,consistent_with_literature,Strategic targeting matters in hidden-role games.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"General theory, not a social-deduction simulation.",Random killing was harmful relative to reference. This is consistent with literature relative to John C. Harsanyi (1967).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F24,werewolf_strategy,Random killing was harmful relative to reference.,R5.1/R6 found random wolf kills harmful.,LEVEL 4 - matched live validation pilot,simulation_validation,S055,"DURF engine symmetry, replay, and validation tests are necessary model-credibility evidence.",consistent_with_literature,Strategic targeting matters in hidden-role games.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"General simulation V&V, not specific to social deduction.",Random killing was harmful relative to reference. This is consistent with literature relative to Robert G. Sargent (2013).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F25,werewolf_strategy,Deep-cover policy was harmful.,R6.1 deep-cover wolf preset underperformed reference.,LEVEL 4 - matched live validation pilot,social_deduction,S002,Story consistency and deception commitment are central in social deduction agents.,partially_consistent,Concealment is useful only when it does not sacrifice strategic pressure.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,One Night Ultimate Werewolf has a shorter horizon than the DURF simulator.,Deep-cover policy was harmful. This is partially consistent relative to Markus Eger (2018).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F25,werewolf_strategy,Deep-cover policy was harmful.,R6.1 deep-cover wolf preset underperformed reference.,LEVEL 4 - matched live validation pilot,social_deduction,S003,"Deception policy design involves a tradeoff between consistency, credibility, and performance.",partially_consistent,Concealment is useful only when it does not sacrifice strategic pressure.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Human perception experiment; not directly comparable to automated 10-player Werewolf.,Deep-cover policy was harmful. This is partially consistent relative to Markus Eger (2019).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F25,werewolf_strategy,Deep-cover policy was harmful.,R6.1 deep-cover wolf preset underperformed reference.,LEVEL 4 - matched live validation pilot,behavioral_finance,S030,Manipulators can profit when others attach positive probability to their being informed.,partially_consistent,Concealment is useful only when it does not sacrifice strategic pressure.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Should support only analogy, not causal equivalence with financial markets.",Deep-cover policy was harmful. This is partially consistent relative to Franklin Allen (1992).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F26,werewolf_strategy,Threat-adaptive/reference strategy remained strongest tested.,R6.1 Werewolf reference had best mean actor payoff.,LEVEL 4 - matched live validation pilot,social_deduction,S006,Hidden-role games require joint belief inference and action-based friend-or-foe reasoning.,consistent_with_literature,Informed actors benefit from targeting high-value information sources.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Avalon action space and no natural-language chat differ from Werewolf speech simulation.,Threat-adaptive/reference strategy remained strongest tested. This is consistent with literature relative to Jack Serrino (2019).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F26,werewolf_strategy,Threat-adaptive/reference strategy remained strongest tested.,R6.1 Werewolf reference had best mean actor payoff.,LEVEL 4 - matched live validation pilot,behavioral_finance,S030,Manipulators can profit when others attach positive probability to their being informed.,consistent_with_literature,Informed actors benefit from targeting high-value information sources.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Should support only analogy, not causal equivalence with financial markets.",Threat-adaptive/reference strategy remained strongest tested. This is consistent with literature relative to Franklin Allen (1992).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F26,werewolf_strategy,Threat-adaptive/reference strategy remained strongest tested.,R6.1 Werewolf reference had best mean actor payoff.,LEVEL 4 - matched live validation pilot,behavioral_finance,S035,Private information can create an information premium under strategic interaction.,consistent_with_literature,Informed actors benefit from targeting high-value information sources.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Continuous auction model; Seer analogy is conceptual.,Threat-adaptive/reference strategy remained strongest tested. This is consistent with literature relative to Albert S. Kyle (1985).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F27,ml_policy,Continuous ML night-kill control underperformed.,Stage 2A/2B live ML policies underperformed existing rule.,LEVEL 4 - formal live validation,offline_policy,S047,Unsafe policies should not be deployed based only on weak offline estimates.,consistent_with_literature,Offline policies can fail when rolled out repeatedly.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Confidence-bound method not implemented directly in DURF.,Continuous ML night-kill control underperformed. This is consistent with literature relative to Philip Thomas (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F27,ml_policy,Continuous ML night-kill control underperformed.,Stage 2A/2B live ML policies underperformed existing rule.,LEVEL 4 - formal live validation,offline_policy,S048,Sequential policy evaluation has bias-variance tradeoffs and can be hard.,consistent_with_literature,Offline policies can fail when rolled out repeatedly.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Not a direct model of the project's shadow rollout diagnostics.,Continuous ML night-kill control underperformed. This is consistent with literature relative to Nan Jiang (2016).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F27,ml_policy,Continuous ML night-kill control underperformed.,Stage 2A/2B live ML policies underperformed existing rule.,LEVEL 4 - formal live validation,offline_policy,S050,Offline RL faces extrapolation and deployment-risk problems.,consistent_with_literature,Offline policies can fail when rolled out repeatedly.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Preprint review; use as background only.,Continuous ML night-kill control underperformed. This is consistent with literature relative to Sergey Levine (2020).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F27,ml_policy,Continuous ML night-kill control underperformed.,Stage 2A/2B live ML policies underperformed existing rule.,LEVEL 4 - formal live validation,offline_policy,S051,Offline policies can exploit unsupported actions unless constrained.,consistent_with_literature,Offline policies can fail when rolled out repeatedly.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Continuous-control benchmark, not social-deduction policy.",Continuous ML night-kill control underperformed. This is consistent with literature relative to Scott Fujimoto (2019).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F28,ml_policy,Hybrid ML was harmful.,Stage 2A hybrid was statistically harmful after Holm correction.,LEVEL 4 - formal live validation,offline_policy,S047,Unsafe policies should not be deployed based only on weak offline estimates.,consistent_with_literature,Combining model and rule scores can be unsafe without live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Confidence-bound method not implemented directly in DURF.,Hybrid ML was harmful. This is consistent with literature relative to Philip Thomas (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F28,ml_policy,Hybrid ML was harmful.,Stage 2A hybrid was statistically harmful after Holm correction.,LEVEL 4 - formal live validation,offline_policy,S050,Offline RL faces extrapolation and deployment-risk problems.,consistent_with_literature,Combining model and rule scores can be unsafe without live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Preprint review; use as background only.,Hybrid ML was harmful. This is consistent with literature relative to Sergey Levine (2020).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F28,ml_policy,Hybrid ML was harmful.,Stage 2A hybrid was statistically harmful after Holm correction.,LEVEL 4 - formal live validation,offline_policy,S051,Offline policies can exploit unsupported actions unless constrained.,consistent_with_literature,Combining model and rule scores can be unsafe without live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Continuous-control benchmark, not social-deduction policy.",Hybrid ML was harmful. This is consistent with literature relative to Scott Fujimoto (2019).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F29,werewolf_deception,Manipulation premium was descriptively large but badly imbalanced.,R5/R5.1 manipulation premium positive but sample-imbalanced.,LEVEL 4 - risk-analysis,behavioral_finance,S030,Manipulators can profit when others attach positive probability to their being informed.,partially_consistent,"Manipulation can pay, but evidence quality depends on sample balance.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Should support only analogy, not causal equivalence with financial markets.",Manipulation premium was descriptively large but badly imbalanced. This is partially consistent relative to Franklin Allen (1992).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F29,werewolf_deception,Manipulation premium was descriptively large but badly imbalanced.,R5/R5.1 manipulation premium positive but sample-imbalanced.,LEVEL 4 - risk-analysis,deception_misinformation,S022,"False information can diffuse differently from true information, motivating credibility controls.",partially_consistent,"Manipulation can pay, but evidence quality depends on sample balance.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Twitter rumor diffusion, not game speech or hidden roles.",Manipulation premium was descriptively large but badly imbalanced. This is partially consistent relative to Soroush Vosoughi (2018).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F29,werewolf_deception,Manipulation premium was descriptively large but badly imbalanced.,R5/R5.1 manipulation premium positive but sample-imbalanced.,LEVEL 4 - risk-analysis,deception_misinformation,S024,False narratives interact with prior beliefs and network exposure.,partially_consistent,"Manipulation can pay, but evidence quality depends on sample balance.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Election media context, not social deduction.",Manipulation premium was descriptively large but badly imbalanced. This is partially consistent relative to Hunt Allcott (2017).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F30,werewolf_deception,Deception subtype effects differed substantially.,"False accusation, deflection, role claim, and adaptive policy differed sharply.",LEVEL 2 - diagnostic,social_deduction,S002,Story consistency and deception commitment are central in social deduction agents.,consistent_with_literature,"Deception effectiveness depends on type, credibility, and audience.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,One Night Ultimate Werewolf has a shorter horizon than the DURF simulator.,Deception subtype effects differed substantially. This is consistent with literature relative to Markus Eger (2018).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F30,werewolf_deception,Deception subtype effects differed substantially.,"False accusation, deflection, role claim, and adaptive policy differed sharply.",LEVEL 2 - diagnostic,social_deduction,S003,"Deception policy design involves a tradeoff between consistency, credibility, and performance.",consistent_with_literature,"Deception effectiveness depends on type, credibility, and audience.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,Human perception experiment; not directly comparable to automated 10-player Werewolf.,Deception subtype effects differed substantially. This is consistent with literature relative to Markus Eger (2019).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F30,werewolf_deception,Deception subtype effects differed substantially.,"False accusation, deflection, role claim, and adaptive policy differed sharply.",LEVEL 2 - diagnostic,deception_misinformation,S027,"Deception depends on both sender and receiver context, supporting speaker-specific trust memory.",consistent_with_literature,"Deception effectiveness depends on type, credibility, and audience.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,Diplomacy alliance messaging differs from Werewolf day speech.,Deception subtype effects differed substantially. This is consistent with literature relative to Denis Peskov (2020).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F30,werewolf_deception,Deception subtype effects differed substantially.,"False accusation, deflection, role claim, and adaptive policy differed sharply.",LEVEL 2 - diagnostic,deception_misinformation,S028,Deception may be effective or harmful depending on opponent sophistication.,consistent_with_literature,"Deception effectiveness depends on type, credibility, and audience.",,DURF tests the idea in a controlled 10-player hidden-role simulator.,Security-game deception differs from wolf daytime deception.,Deception subtype effects differed substantially. This is consistent with literature relative to Thanh Nguyen (2022).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F31,financial_risk,Werewolves had the highest mean and risk-adjusted payoff.,R5 role-level risk metrics favored Werewolf.,LEVEL 4 - risk-analysis,behavioral_finance,S029,"Higher payoff can coexist with higher self-created risk, supporting risk-return framing.",methodological_parallel,High return can accompany high strategic risk in a payoff analogue.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Financial asset-price model; DURF payoffs are game utilities.,Werewolves had the highest mean and risk-adjusted payoff. This is methodological parallel relative to J. Bradford De Long (1990).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F31,financial_risk,Werewolves had the highest mean and risk-adjusted payoff.,R5 role-level risk metrics favored Werewolf.,LEVEL 4 - risk-analysis,behavioral_finance,S030,Manipulators can profit when others attach positive probability to their being informed.,methodological_parallel,High return can accompany high strategic risk in a payoff analogue.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Should support only analogy, not causal equivalence with financial markets.",Werewolves had the highest mean and risk-adjusted payoff. This is methodological parallel relative to Franklin Allen (1992).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F31,financial_risk,Werewolves had the highest mean and risk-adjusted payoff.,R5 role-level risk metrics favored Werewolf.,LEVEL 4 - risk-analysis,risk_metrics,S058,Sharpe-like ratios are a recognized way to compare mean return per unit volatility.,methodological_parallel,High return can accompany high strategic risk in a payoff analogue.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,DURF payoff ratios are analogues and not investment returns.,Werewolves had the highest mean and risk-adjusted payoff. This is methodological parallel relative to William F. Sharpe (1966).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F31,financial_risk,Werewolves had the highest mean and risk-adjusted payoff.,R5 role-level risk metrics favored Werewolf.,LEVEL 4 - risk-analysis,risk_metrics,S059,Sortino-like ratios isolate downside deviation rather than total volatility.,methodological_parallel,High return can accompany high strategic risk in a payoff analogue.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Project payoff denominators are game-specific.,Werewolves had the highest mean and risk-adjusted payoff. This is methodological parallel relative to Frank A. Sortino (1994).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F32,financial_risk,Hunter had the worst tail risk.,R5 CVaR-like metrics identified Hunter tail exposure.,LEVEL 4 - risk-analysis,risk_metrics,S060,Tail-risk metrics should examine expected losses conditional on bad outcomes.,consistent_with_literature,Tail-risk metrics reveal harms hidden by means.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Optimization framework, while DURF reports CVaR-like descriptive metrics.",Hunter had the worst tail risk. This is consistent with literature relative to R. Tyrrell Rockafellar (2000).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F32,financial_risk,Hunter had the worst tail risk.,R5 CVaR-like metrics identified Hunter tail exposure.,LEVEL 4 - risk-analysis,risk_metrics,S061,VaR-like metrics summarize percentile tail exposure.,consistent_with_literature,Tail-risk metrics reveal harms hidden by means.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Book metadata requires manual edition review; used for conceptual metric framing.,Hunter had the worst tail risk. This is consistent with literature relative to Philippe Jorion (2007).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F32,financial_risk,Hunter had the worst tail risk.,R5 CVaR-like metrics identified Hunter tail exposure.,LEVEL 4 - risk-analysis,risk_metrics,S063,Risk metrics require explicit definitions and caveats about what properties they satisfy.,consistent_with_literature,Tail-risk metrics reveal harms hidden by means.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"DURF VaR/CVaR-like metrics are descriptive analogues, not full coherent-risk optimization.",Hunter had the worst tail risk. This is consistent with literature relative to Philippe Artzner (1999).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F33,financial_risk,Highest expected payoff also had highest risk-adjusted payoff in current design.,R5 found Werewolf high mean and high Sharpe/Sortino-like ratios.,LEVEL 4 - risk-analysis,risk_metrics,S058,Sharpe-like ratios are a recognized way to compare mean return per unit volatility.,methodological_parallel,Efficient-frontier analogies compare return against volatility and downside risk.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,DURF payoff ratios are analogues and not investment returns.,Highest expected payoff also had highest risk-adjusted payoff in current design. This is methodological parallel relative to William F. Sharpe (1966).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F33,financial_risk,Highest expected payoff also had highest risk-adjusted payoff in current design.,R5 found Werewolf high mean and high Sharpe/Sortino-like ratios.,LEVEL 4 - risk-analysis,risk_metrics,S059,Sortino-like ratios isolate downside deviation rather than total volatility.,methodological_parallel,Efficient-frontier analogies compare return against volatility and downside risk.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Project payoff denominators are game-specific.,Highest expected payoff also had highest risk-adjusted payoff in current design. This is methodological parallel relative to Frank A. Sortino (1994).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F33,financial_risk,Highest expected payoff also had highest risk-adjusted payoff in current design.,R5 found Werewolf high mean and high Sharpe/Sortino-like ratios.,LEVEL 4 - risk-analysis,risk_metrics,S062,Risk-return tradeoffs are a formal basis for strategy frontier analogies.,methodological_parallel,Efficient-frontier analogies compare return against volatility and downside risk.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Portfolio optimization is not equivalent to role selection in a game.,Highest expected payoff also had highest risk-adjusted payoff in current design. This is methodological parallel relative to Harry Markowitz (1952).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F34,financial_risk,Some low-volatility roles still had negative expected payoff.,R5 shows volatility alone does not imply desirability.,LEVEL 4 - risk-analysis,risk_metrics,S058,Sharpe-like ratios are a recognized way to compare mean return per unit volatility.,consistent_with_literature,Risk metrics must be interpreted with expected payoff.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,DURF payoff ratios are analogues and not investment returns.,Some low-volatility roles still had negative expected payoff. This is consistent with literature relative to William F. Sharpe (1966).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F34,financial_risk,Some low-volatility roles still had negative expected payoff.,R5 shows volatility alone does not imply desirability.,LEVEL 4 - risk-analysis,risk_metrics,S060,Tail-risk metrics should examine expected losses conditional on bad outcomes.,consistent_with_literature,Risk metrics must be interpreted with expected payoff.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Optimization framework, while DURF reports CVaR-like descriptive metrics.",Some low-volatility roles still had negative expected payoff. This is consistent with literature relative to R. Tyrrell Rockafellar (2000).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F34,financial_risk,Some low-volatility roles still had negative expected payoff.,R5 shows volatility alone does not imply desirability.,LEVEL 4 - risk-analysis,risk_metrics,S063,Risk metrics require explicit definitions and caveats about what properties they satisfy.,consistent_with_literature,Risk metrics must be interpreted with expected payoff.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"DURF VaR/CVaR-like metrics are descriptive analogues, not full coherent-risk optimization.",Some low-volatility roles still had negative expected payoff. This is consistent with literature relative to Philippe Artzner (1999).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F35,financial_risk,Risk-return conclusions depended partly on payoff specification.,R5 sensitivity produced some fragile ranks.,LEVEL 4 - sensitivity,risk_metrics,S063,Risk metrics require explicit definitions and caveats about what properties they satisfy.,consistent_with_literature,Metric definitions and coefficients affect rankings.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"DURF VaR/CVaR-like metrics are descriptive analogues, not full coherent-risk optimization.",Risk-return conclusions depended partly on payoff specification. This is consistent with literature relative to Philippe Artzner (1999).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
