stage_id,stage_name,research_domain,hypothesis_id,hypothesis,prior_hypothesis_source,experiment_design,dataset_path,report_path,raw_row_count,raw_game_count,independent_sample_size,matched_set_count,seed_count,behavioral_regime_count,primary_outcome,comparison,control_condition,descriptive_effect,absolute_percentage_point_effect,effect_size_type,effect_size,confidence_interval,raw_p_value,adjusted_p_value,multiplicity_method,evidence_level,seed_robustness,regime_robustness,design_validity,engine_validity,distribution_shift_status,overfitting_status,leakage_status,conclusion_label,hypothesis_status,main_limitation,supersedes_stage_id,superseded_by_stage_id,next_hypothesis,source_commit,current_documentation_commit
r2_bow_speech,R2 Formal Bag-of-Words speech quantification,speech quantification,H-R2-7_unseen_template_generalization,BoW should be tested against unseen template families.,results/research_progress/remaining_work_roadmap.md,"Shadow BoW utterance generation, train-only vocabulary, grouped split validation, score contrasts, role prediction, intent classification, keyword ablations, and leakage audit.",results/bow_speech_stage_r2/bow_speech_utterance_dataset.csv,results/bow_speech_stage_r2/bow_stage_r2_research_report.md,32721 utterance rows; 289 vocabulary terms; 1600 source games,1600,game families and template families,NA,35,6,ROC-AUC or score contrast,full_bow_vector_naive_bayes final_test vs ood_template,see comparison,NB AUC drops from 0.758 to 0.361,-0.396 AUC,ROC-AUC difference or Cohen d,-0.396 AUC,see bow_score_intent_contrasts.csv and related metrics,see bow_score_intent_contrasts.csv where applicable,see bow_score_intent_contrasts.csv where applicable,Holm for four pre-specified score contrasts,LEVEL 4 - robustness-validated,35 seeds across train/validation/final/OOD splits,six behavioral regimes including two OOD regimes,R2 is shadow-only; no live gameplay policy changed,uses existing validated complete-game engine,OOD template and OOD regime metrics exported,see bow_overfitting_diagnostics.csv,information-leakage audit passed,template-bound,supported as a failure mode,Vector BoW is template-bound; transparent scores retain some signal.,,,R3 should test BoW-weighted belief and voting updates in matched live games with credibility safeguards.,8c3e35f43c0b29c5413dfa992d66f31f7722e993,pending_current_stage_commit
r2_bow_speech,R2 Formal Bag-of-Words speech quantification,speech quantification,H-R2-8_keyword_ablation,Keyword ablation tests whether results depend on direct role words.,results/research_progress/remaining_work_roadmap.md,"Shadow BoW utterance generation, train-only vocabulary, grouped split validation, score contrasts, role prediction, intent classification, keyword ablations, and leakage audit.",results/bow_speech_stage_r2/bow_speech_utterance_dataset.csv,results/bow_speech_stage_r2/bow_stage_r2_research_report.md,32721 utterance rows; 289 vocabulary terms; 1600 source games,1600,game families and template families,NA,35,6,ROC-AUC or score contrast,remove direct role words vs BoW unigram+bigram baseline,see comparison,final-test AUC change +0.000,+0.000 AUC,ROC-AUC difference or Cohen d,+0.000 AUC,see bow_score_intent_contrasts.csv and related metrics,see bow_score_intent_contrasts.csv where applicable,see bow_score_intent_contrasts.csv where applicable,Holm for four pre-specified score contrasts,LEVEL 4 - robustness-validated,35 seeds across train/validation/final/OOD splits,six behavioral regimes including two OOD regimes,R2 is shadow-only; no live gameplay policy changed,uses existing validated complete-game engine,OOD template and OOD regime metrics exported,see bow_overfitting_diagnostics.csv,information-leakage audit passed,hypothesis supported,supported,Other template shortcuts may still exist.,,,R3 should test BoW-weighted belief and voting updates in matched live games with credibility safeguards.,8c3e35f43c0b29c5413dfa992d66f31f7722e993,pending_current_stage_commit
r2_bow_speech,R2 Formal Bag-of-Words speech quantification,speech quantification,H-R2-9_unseen_regime_generalization,BoW generalization should be checked across unseen behavioral regimes.,results/research_progress/remaining_work_roadmap.md,"Shadow BoW utterance generation, train-only vocabulary, grouped split validation, score contrasts, role prediction, intent classification, keyword ablations, and leakage audit.",results/bow_speech_stage_r2/bow_speech_utterance_dataset.csv,results/bow_speech_stage_r2/bow_stage_r2_research_report.md,32721 utterance rows; 289 vocabulary terms; 1600 source games,1600,game families and template families,NA,35,6,ROC-AUC or score contrast,final_test vs ood_regime,see comparison,OOD-regime metrics exported; p_wolf-only is less stable than structured/combined models,see bow_regime_generalization_metrics.csv,ROC-AUC difference or Cohen d,see bow_regime_generalization_metrics.csv,see bow_score_intent_contrasts.csv and related metrics,see bow_score_intent_contrasts.csv where applicable,see bow_score_intent_contrasts.csv where applicable,Holm for four pre-specified score contrasts,LEVEL 4 - robustness-validated,35 seeds across train/validation/final/OOD splits,six behavioral regimes including two OOD regimes,R2 is shadow-only; no live gameplay policy changed,uses existing validated complete-game engine,OOD template and OOD regime metrics exported,see bow_overfitting_diagnostics.csv,information-leakage audit passed,promising but uncertain,unresolved,"OOD regimes are simulator regimes, not natural data.",,,R3 should test BoW-weighted belief and voting updates in matched live games with credibility safeguards.,8c3e35f43c0b29c5413dfa992d66f31f7722e993,pending_current_stage_commit
r2_bow_speech,R2 Formal Bag-of-Words speech quantification,speech quantification,H-R2-10_leakage_audit,"BoW features must avoid hidden-role, future-outcome, and ID leakage.",results/research_progress/remaining_work_roadmap.md,"Shadow BoW utterance generation, train-only vocabulary, grouped split validation, score contrasts, role prediction, intent classification, keyword ablations, and leakage audit.",results/bow_speech_stage_r2/bow_speech_utterance_dataset.csv,results/bow_speech_stage_r2/bow_stage_r2_research_report.md,32721 utterance rows; 289 vocabulary terms; 1600 source games,1600,game families and template families,NA,35,6,ROC-AUC or score contrast,leakage checks,see comparison,information-leakage audit PASS,0 leakage flags,ROC-AUC difference or Cohen d,0 leakage flags,see bow_score_intent_contrasts.csv and related metrics,see bow_score_intent_contrasts.csv where applicable,see bow_score_intent_contrasts.csv where applicable,Holm for four pre-specified score contrasts,LEVEL 4 - robustness-validated,35 seeds across train/validation/final/OOD splits,six behavioral regimes including two OOD regimes,R2 is shadow-only; no live gameplay policy changed,uses existing validated complete-game engine,OOD template and OOD regime metrics exported,see bow_overfitting_diagnostics.csv,information-leakage audit passed,implementation validated,supported,"Audit validates current pipeline, not future R3 integrations.",,,R3 should test BoW-weighted belief and voting updates in matched live games with credibility safeguards.,8c3e35f43c0b29c5413dfa992d66f31f7722e993,pending_current_stage_commit
r2_bow_speech,R2 Formal Bag-of-Words speech quantification,speech quantification,H-R2-11_structured_plus_bow,Structured + BoW should provide complementary information.,results/research_progress/remaining_work_roadmap.md,"Shadow BoW utterance generation, train-only vocabulary, grouped split validation, score contrasts, role prediction, intent classification, keyword ablations, and leakage audit.",results/bow_speech_stage_r2/bow_speech_utterance_dataset.csv,results/bow_speech_stage_r2/bow_stage_r2_research_report.md,32721 utterance rows; 289 vocabulary terms; 1600 source games,1600,game families and template families,NA,35,6,ROC-AUC or score contrast,full_legal_combined vs p_wolf_suspicion_structured,see comparison,full combined AUC 0.890; p_wolf+suspicion+structured 0.891,-0.002 AUC,ROC-AUC difference or Cohen d,-0.002 AUC,see bow_score_intent_contrasts.csv and related metrics,see bow_score_intent_contrasts.csv where applicable,see bow_score_intent_contrasts.csv where applicable,Holm for four pre-specified score contrasts,LEVEL 4 - robustness-validated,35 seeds across train/validation/final/OOD splits,six behavioral regimes including two OOD regimes,R2 is shadow-only; no live gameplay policy changed,uses existing validated complete-game engine,OOD template and OOD regime metrics exported,see bow_overfitting_diagnostics.csv,information-leakage audit passed,no meaningful improvement,unresolved,BoW does not clearly add beyond existing structured+p_wolf/suspicion.,,,R3 should test BoW-weighted belief and voting updates in matched live games with credibility safeguards.,8c3e35f43c0b29c5413dfa992d66f31f7722e993,pending_current_stage_commit
r2_bow_speech,R2 Formal Bag-of-Words speech quantification,speech quantification,H-R2-12_r3_readiness,R2 should determine whether the BoW module is ready for R3 integration testing.,results/research_progress/remaining_work_roadmap.md,"Shadow BoW utterance generation, train-only vocabulary, grouped split validation, score contrasts, role prediction, intent classification, keyword ablations, and leakage audit.",results/bow_speech_stage_r2/bow_speech_utterance_dataset.csv,results/bow_speech_stage_r2/bow_stage_r2_research_report.md,32721 utterance rows; 289 vocabulary terms; 1600 source games,1600,game families and template families,NA,35,6,ROC-AUC or score contrast,R2 decision rules,see comparison,pipeline valid; pure vector model template-bound; R3 should test guarded hybrid integration,qualitative decision,ROC-AUC difference or Cohen d,qualitative decision,see bow_score_intent_contrasts.csv and related metrics,see bow_score_intent_contrasts.csv where applicable,see bow_score_intent_contrasts.csv where applicable,Holm for four pre-specified score contrasts,LEVEL 4 - robustness-validated,35 seeds across train/validation/final/OOD splits,six behavioral regimes including two OOD regimes,R2 is shadow-only; no live gameplay policy changed,uses existing validated complete-game engine,OOD template and OOD regime metrics exported,see bow_overfitting_diagnostics.csv,information-leakage audit passed,promising but uncertain,ready for controlled R3 test,R2 does not test live outcome effects.,,,R3 should test BoW-weighted belief and voting updates in matched live games with credibility safeguards.,8c3e35f43c0b29c5413dfa992d66f31f7722e993,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-1,guarded BoW belief calibration,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-2,guarded BoW village win effect,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-3,structured plus BoW village win effect,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-4,selective BoW override,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-5,vote accuracy,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-6,wolf elimination rate,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-7,emotional false positives,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-8,information-density value,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-9,unseen-template live performance,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-10,unseen-regime live performance,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-11,repeated-use compounding,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r3_bow_integration,R3 guarded BoW belief and voting integration,Bag-of-Words live policy validation,H-R3-12,BoW integration conclusion and R4 readiness,R2 BoW validation,Matched 10-player live games with explicit BoW policy flags.,results/bow_integration_stage_r3/r3_live_game_level_raw.csv,results/bow_integration_stage_r3/r3_research_report.md,11550,11550,1650,1650,55,10,village_win,R3 policy vs existing_system,existing_system,,,,,,,,,matched live simulation,,,explicit flags preserve default behavior,legacy tests and default smoke test pass,reported in r3_distribution_shift_summary.csv,guarded OOD evaluation required,PASS,promising but uncertain,evaluated,full-rollout disagreement rows are matched branch proxies.,,,R4 role-specific payoff matrix formalization,41ada89d80b26be6fbb3f8b4755f724aaa93f407,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-1,unified payoff manifest,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-2,villager payoff validation,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-3,seer payoff validation,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-4,witch payoff validation,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-5,hunter payoff validation,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-6,werewolf payoff validation,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-7,terminal/action decomposition,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-8,opportunity-cost definition,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-9,double-counting audit,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-10,historical recalculation coverage,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-11,strategy payoff comparison,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-12,payoff sensitivity,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r4_payoff_matrix,R4 unified role-specific payoff matrix,payoff accounting,H-R4-13,R5 readiness,R3 next stage,"2,000-game payoff validation with core and extended specifications.",results/payoff_matrix_stage_r4/r4_player_level_payoff_raw.csv,results/payoff_matrix_stage_r4/r4_research_report.md,200660,2000,2000,NA,10,5,mean_total_payoff,core vs extended and strategy conditions,reference_strategy_mix,,,,,,,,,LEVEL 2 - validated experimental accounting,reported in r4_seed_robustness.csv,reported in r4_regime_robustness.csv,analysis-only ledger; default gameplay unchanged,payoff reconciliation tests pass,not applicable,not optimized,PASS,implementation validated,validated,historical full event logs are incomplete.,,,R5 computes payoff variance and Sharpe-like risk-adjusted metrics.,f3e19b917d29494fa825ccc4b156284aa206925e,pending_current_stage_commit
r5_expected_payoff,R5 Expected payoff,financial risk metrics,H_R5_expected_payoff,Financial-risk payoff analogues clarify role and strategy tradeoffs.,R5 pre-registration,Analysis-only R4 payoff risk-return calculation.,results/financial_risk_stage_r5/r5_player_payoff_metrics_raw.csv,results/financial_risk_stage_r5/r5_research_report.md,40000 player rows; 4000 game rows; 200660 event rows for decomposition,2000 validation games x 2 payoff specs,player-game clustered by game,,10,5,Expected payoff,role and strategy risk-return comparisons,,werewolf has highest core expected payoff (1.2095).,,,,,,,,LEVEL 4 - robustness-validated analysis,reported in r5_seed_robustness.csv,reported in r5_regime_robustness.csv,analysis-only using frozen R4 manifest,,,,audit passed,highest expected payoff,supported descriptively for R5 dataset,Historical aggregate datasets lack full event-level ledgers.,,,R6 should synthesize role-specific strategy recommendations across expected payoff and risk-adjusted payoff.,896fc4c2335afd3233f017f223128be2f50f65a9,pending_current_stage_commit
