matched_set_id,seed,seed_split,behavioral_regime,replicate_index,game_seed
r82_seed826_herding_enabled_rep04,826,r82_independent_replication,herding_enabled,4,255778326065085
r82_seed826_herding_enabled_rep05,826,r82_independent_replication,herding_enabled,5,187547427654194
r82_seed826_deception_enabled_rep01,826,r82_independent_replication,deception_enabled,1,230663098406885
r82_seed826_deception_enabled_rep02,826,r82_independent_replication,deception_enabled,2,273899086991694
r82_seed826_deception_enabled_rep03,826,r82_independent_replication,deception_enabled,3,143058670242161
r82_seed826_deception_enabled_rep04,826,r82_independent_replication,deception_enabled,4,131679279484604
r82_seed826_deception_enabled_rep05,826,r82_independent_replication,deception_enabled,5,130495646399337
r82_seed826_heterogeneous_risk_rep01,826,r82_independent_replication,heterogeneous_risk,1,242133180731596
r82_seed826_heterogeneous_risk_rep02,826,r82_independent_replication,heterogeneous_risk,2,114479824016044
r82_seed826_heterogeneous_risk_rep03,826,r82_independent_replication,heterogeneous_risk,3,260800399545474
r82_seed826_heterogeneous_risk_rep04,826,r82_independent_replication,heterogeneous_risk,4,12691507177037
r82_seed826_heterogeneous_risk_rep05,826,r82_independent_replication,heterogeneous_risk,5,160295179040034
r82_seed826_strong_village_information_rep01,826,r82_independent_replication,strong_village_information,1,85614694359379
r82_seed826_strong_village_information_rep02,826,r82_independent_replication,strong_village_information,2,111356488364661
r82_seed826_strong_village_information_rep03,826,r82_independent_replication,strong_village_information,3,107944557058332
r82_seed826_strong_village_information_rep04,826,r82_independent_replication,strong_village_information,4,233560487372165
r82_seed826_strong_village_information_rep05,826,r82_independent_replication,strong_village_information,5,213200257854939
r82_seed826_weak_village_information_rep01,826,r82_independent_replication,weak_village_information,1,121453203343151
r82_seed826_weak_village_information_rep02,826,r82_independent_replication,weak_village_information,2,75449606184779
r82_seed826_weak_village_information_rep03,826,r82_independent_replication,weak_village_information,3,83770733752949
r82_seed826_weak_village_information_rep04,826,r82_independent_replication,weak_village_information,4,229414931746018
r82_seed826_weak_village_information_rep05,826,r82_independent_replication,weak_village_information,5,126649004721021
r82_seed826_high_emotional_speech_rep01,826,r82_independent_replication,high_emotional_speech,1,192847494624436
r82_seed826_high_emotional_speech_rep02,826,r82_independent_replication,high_emotional_speech,2,172107097835596
r82_seed826_high_emotional_speech_rep03,826,r82_independent_replication,high_emotional_speech,3,274300548888956
r82_seed826_high_emotional_speech_rep04,826,r82_independent_replication,high_emotional_speech,4,126573686621445
r82_seed826_high_emotional_speech_rep05,826,r82_independent_replication,high_emotional_speech,5,175791605517817
r82_seed826_low_information_speech_rep01,826,r82_independent_replication,low_information_speech,1,270361010098451
r82_seed826_low_information_speech_rep02,826,r82_independent_replication,low_information_speech,2,265271647646595
r82_seed826_low_information_speech_rep03,826,r82_independent_replication,low_information_speech,3,194011640665915
r82_seed826_low_information_speech_rep04,826,r82_independent_replication,low_information_speech,4,120966390838587
r82_seed826_low_information_speech_rep05,826,r82_independent_replication,low_information_speech,5,102152950100223
r82_seed826_mixed_strategies_rep01,826,r82_independent_replication,mixed_strategies,1,272854269230671
r82_seed826_mixed_strategies_rep02,826,r82_independent_replication,mixed_strategies,2,11755187667738
r82_seed826_mixed_strategies_rep03,826,r82_independent_replication,mixed_strategies,3,28391705968054
r82_seed826_mixed_strategies_rep04,826,r82_independent_replication,mixed_strategies,4,116914090299411
r82_seed826_mixed_strategies_rep05,826,r82_independent_replication,mixed_strategies,5,279934442984188
r82_seed827_baseline_rep01,827,r82_independent_replication,baseline,1,152827904490963
r82_seed827_baseline_rep02,827,r82_independent_replication,baseline,2,237344277140146
r82_seed827_baseline_rep03,827,r82_independent_replication,baseline,3,134530874514932
r82_seed827_baseline_rep04,827,r82_independent_replication,baseline,4,228614045926851
r82_seed827_baseline_rep05,827,r82_independent_replication,baseline,5,216055756371934
r82_seed827_speech_enabled_rep01,827,r82_independent_replication,speech_enabled,1,204125427639338
r82_seed827_speech_enabled_rep02,827,r82_independent_replication,speech_enabled,2,249428872885645
r82_seed827_speech_enabled_rep03,827,r82_independent_replication,speech_enabled,3,126584469619131
r82_seed827_speech_enabled_rep04,827,r82_independent_replication,speech_enabled,4,266637452240330
r82_seed827_speech_enabled_rep05,827,r82_independent_replication,speech_enabled,5,15975768042716
r82_seed827_herding_enabled_rep01,827,r82_independent_replication,herding_enabled,1,110865649410610
r82_seed827_herding_enabled_rep02,827,r82_independent_replication,herding_enabled,2,40798523358176
r82_seed827_herding_enabled_rep03,827,r82_independent_replication,herding_enabled,3,84803685446711
r82_seed827_herding_enabled_rep04,827,r82_independent_replication,herding_enabled,4,119426525395639
r82_seed827_herding_enabled_rep05,827,r82_independent_replication,herding_enabled,5,243449275060643
r82_seed827_deception_enabled_rep01,827,r82_independent_replication,deception_enabled,1,249255413113153
r82_seed827_deception_enabled_rep02,827,r82_independent_replication,deception_enabled,2,50676611919290
r82_seed827_deception_enabled_rep03,827,r82_independent_replication,deception_enabled,3,1244354125698
r82_seed827_deception_enabled_rep04,827,r82_independent_replication,deception_enabled,4,144573644880650
r82_seed827_deception_enabled_rep05,827,r82_independent_replication,deception_enabled,5,865877948336
r82_seed827_heterogeneous_risk_rep01,827,r82_independent_replication,heterogeneous_risk,1,92000393289634
r82_seed827_heterogeneous_risk_rep02,827,r82_independent_replication,heterogeneous_risk,2,43529246953121
r82_seed827_heterogeneous_risk_rep03,827,r82_independent_replication,heterogeneous_risk,3,95598895906247
r82_seed827_heterogeneous_risk_rep04,827,r82_independent_replication,heterogeneous_risk,4,27217739956910
r82_seed827_heterogeneous_risk_rep05,827,r82_independent_replication,heterogeneous_risk,5,130438923692449
r82_seed827_strong_village_information_rep01,827,r82_independent_replication,strong_village_information,1,133174377094201
r82_seed827_strong_village_information_rep02,827,r82_independent_replication,strong_village_information,2,258184040314900
r82_seed827_strong_village_information_rep03,827,r82_independent_replication,strong_village_information,3,211569175912234
r82_seed827_strong_village_information_rep04,827,r82_independent_replication,strong_village_information,4,9100829049351
r82_seed827_strong_village_information_rep05,827,r82_independent_replication,strong_village_information,5,263654333601323
r82_seed827_weak_village_information_rep01,827,r82_independent_replication,weak_village_information,1,48639611422968
r82_seed827_weak_village_information_rep02,827,r82_independent_replication,weak_village_information,2,103072857156748
r82_seed827_weak_village_information_rep03,827,r82_independent_replication,weak_village_information,3,166855985964796
r82_seed827_weak_village_information_rep04,827,r82_independent_replication,weak_village_information,4,72809196844333
r82_seed827_weak_village_information_rep05,827,r82_independent_replication,weak_village_information,5,104735729998661
r82_seed827_high_emotional_speech_rep01,827,r82_independent_replication,high_emotional_speech,1,257332103160767
r82_seed827_high_emotional_speech_rep02,827,r82_independent_replication,high_emotional_speech,2,258858527976905
r82_seed827_high_emotional_speech_rep03,827,r82_independent_replication,high_emotional_speech,3,269807472364041
r82_seed827_high_emotional_speech_rep04,827,r82_independent_replication,high_emotional_speech,4,160500585860748
r82_seed827_high_emotional_speech_rep05,827,r82_independent_replication,high_emotional_speech,5,16661125747784
r82_seed827_low_information_speech_rep01,827,r82_independent_replication,low_information_speech,1,151052022178596
r82_seed827_low_information_speech_rep02,827,r82_independent_replication,low_information_speech,2,132626945194161
r82_seed827_low_information_speech_rep03,827,r82_independent_replication,low_information_speech,3,148440100280452
r82_seed827_low_information_speech_rep04,827,r82_independent_replication,low_information_speech,4,269732431189982
r82_seed827_low_information_speech_rep05,827,r82_independent_replication,low_information_speech,5,229174698562775
r82_seed827_mixed_strategies_rep01,827,r82_independent_replication,mixed_strategies,1,115489594847778
r82_seed827_mixed_strategies_rep02,827,r82_independent_replication,mixed_strategies,2,31353789425731
r82_seed827_mixed_strategies_rep03,827,r82_independent_replication,mixed_strategies,3,105853820772521
r82_seed827_mixed_strategies_rep04,827,r82_independent_replication,mixed_strategies,4,166226033871786
r82_seed827_mixed_strategies_rep05,827,r82_independent_replication,mixed_strategies,5,30074169073859
r82_seed828_baseline_rep01,828,r82_independent_replication,baseline,1,173112365737728
r82_seed828_baseline_rep02,828,r82_independent_replication,baseline,2,158296308872070
r82_seed828_baseline_rep03,828,r82_independent_replication,baseline,3,180483211013512
r82_seed828_baseline_rep04,828,r82_independent_replication,baseline,4,23564525821757
r82_seed828_baseline_rep05,828,r82_independent_replication,baseline,5,45415357414849
r82_seed828_speech_enabled_rep01,828,r82_independent_replication,speech_enabled,1,228052951204961
r82_seed828_speech_enabled_rep02,828,r82_independent_replication,speech_enabled,2,67945373539187
r82_seed828_speech_enabled_rep03,828,r82_independent_replication,speech_enabled,3,197967404107858
r82_seed828_speech_enabled_rep04,828,r82_independent_replication,speech_enabled,4,64819999209047
r82_seed828_speech_enabled_rep05,828,r82_independent_replication,speech_enabled,5,99162898216500
r82_seed828_herding_enabled_rep01,828,r82_independent_replication,herding_enabled,1,54629415008734
r82_seed828_herding_enabled_rep02,828,r82_independent_replication,herding_enabled,2,109644119022481
r82_seed828_herding_enabled_rep03,828,r82_independent_replication,herding_enabled,3,150002951659462
r82_seed828_herding_enabled_rep04,828,r82_independent_replication,herding_enabled,4,8204060390593
r82_seed828_herding_enabled_rep05,828,r82_independent_replication,herding_enabled,5,218154737927792
r82_seed828_deception_enabled_rep01,828,r82_independent_replication,deception_enabled,1,209393320247890
r82_seed828_deception_enabled_rep02,828,r82_independent_replication,deception_enabled,2,1100863562578
r82_seed828_deception_enabled_rep03,828,r82_independent_replication,deception_enabled,3,84164674136032
r82_seed828_deception_enabled_rep04,828,r82_independent_replication,deception_enabled,4,281352005244156
r82_seed828_deception_enabled_rep05,828,r82_independent_replication,deception_enabled,5,178677042024363
r82_seed828_heterogeneous_risk_rep01,828,r82_independent_replication,heterogeneous_risk,1,118204383725359
r82_seed828_heterogeneous_risk_rep02,828,r82_independent_replication,heterogeneous_risk,2,254847204430159
r82_seed828_heterogeneous_risk_rep03,828,r82_independent_replication,heterogeneous_risk,3,167208915827704
r82_seed828_heterogeneous_risk_rep04,828,r82_independent_replication,heterogeneous_risk,4,111139141333355
r82_seed828_heterogeneous_risk_rep05,828,r82_independent_replication,heterogeneous_risk,5,222868836812219
r82_seed828_strong_village_information_rep01,828,r82_independent_replication,strong_village_information,1,120418617640331
r82_seed828_strong_village_information_rep02,828,r82_independent_replication,strong_village_information,2,191032458399855
r82_seed828_strong_village_information_rep03,828,r82_independent_replication,strong_village_information,3,224703020840977
r82_seed828_strong_village_information_rep04,828,r82_independent_replication,strong_village_information,4,8738822716454
r82_seed828_strong_village_information_rep05,828,r82_independent_replication,strong_village_information,5,76695480971107
r82_seed828_weak_village_information_rep01,828,r82_independent_replication,weak_village_information,1,146008833977577
r82_seed828_weak_village_information_rep02,828,r82_independent_replication,weak_village_information,2,210976542084738
r82_seed828_weak_village_information_rep03,828,r82_independent_replication,weak_village_information,3,154815764263953
r82_seed828_weak_village_information_rep04,828,r82_independent_replication,weak_village_information,4,195189789814441
r82_seed828_weak_village_information_rep05,828,r82_independent_replication,weak_village_information,5,30214938441542
r82_seed828_high_emotional_speech_rep01,828,r82_independent_replication,high_emotional_speech,1,168530608108458
r82_seed828_high_emotional_speech_rep02,828,r82_independent_replication,high_emotional_speech,2,248786545664865
r82_seed828_high_emotional_speech_rep03,828,r82_independent_replication,high_emotional_speech,3,101063099172634
r82_seed828_high_emotional_speech_rep04,828,r82_independent_replication,high_emotional_speech,4,161171384109046
r82_seed828_high_emotional_speech_rep05,828,r82_independent_replication,high_emotional_speech,5,179263158345134
r82_seed828_low_information_speech_rep01,828,r82_independent_replication,low_information_speech,1,2389572774471
r82_seed828_low_information_speech_rep02,828,r82_independent_replication,low_information_speech,2,53770853034586
r82_seed828_low_information_speech_rep03,828,r82_independent_replication,low_information_speech,3,143380640495152
r82_seed828_low_information_speech_rep04,828,r82_independent_replication,low_information_speech,4,162645907521590
r82_seed828_low_information_speech_rep05,828,r82_independent_replication,low_information_speech,5,152976168178814
r82_seed828_mixed_strategies_rep01,828,r82_independent_replication,mixed_strategies,1,198761980491686
r82_seed828_mixed_strategies_rep02,828,r82_independent_replication,mixed_strategies,2,118345809666034
r82_seed828_mixed_strategies_rep03,828,r82_independent_replication,mixed_strategies,3,104231692976525
r82_seed828_mixed_strategies_rep04,828,r82_independent_replication,mixed_strategies,4,62143667895967
r82_seed828_mixed_strategies_rep05,828,r82_independent_replication,mixed_strategies,5,160226652661843
r82_seed829_baseline_rep01,829,r82_independent_replication,baseline,1,181938144623135
r82_seed829_baseline_rep02,829,r82_independent_replication,baseline,2,212280708124307
r82_seed829_baseline_rep03,829,r82_independent_replication,baseline,3,177439148120284
r82_seed829_baseline_rep04,829,r82_independent_replication,baseline,4,232561555519073
r82_seed829_baseline_rep05,829,r82_independent_replication,baseline,5,231912468764616
r82_seed829_speech_enabled_rep01,829,r82_independent_replication,speech_enabled,1,167550848658121
r82_seed829_speech_enabled_rep02,829,r82_independent_replication,speech_enabled,2,20398496475625
r82_seed829_speech_enabled_rep03,829,r82_independent_replication,speech_enabled,3,38680955691856
r82_seed829_speech_enabled_rep04,829,r82_independent_replication,speech_enabled,4,121316832977942
r82_seed829_speech_enabled_rep05,829,r82_independent_replication,speech_enabled,5,179892632079631
r82_seed829_herding_enabled_rep01,829,r82_independent_replication,herding_enabled,1,177156201336014
r82_seed829_herding_enabled_rep02,829,r82_independent_replication,herding_enabled,2,25274457516045
r82_seed829_herding_enabled_rep03,829,r82_independent_replication,herding_enabled,3,92675092201736
r82_seed829_herding_enabled_rep04,829,r82_independent_replication,herding_enabled,4,200229899859766
r82_seed829_herding_enabled_rep05,829,r82_independent_replication,herding_enabled,5,220559949152658
r82_seed829_deception_enabled_rep01,829,r82_independent_replication,deception_enabled,1,12108161070040
r82_seed829_deception_enabled_rep02,829,r82_independent_replication,deception_enabled,2,123287973523376
r82_seed829_deception_enabled_rep03,829,r82_independent_replication,deception_enabled,3,120426877400868
r82_seed829_deception_enabled_rep04,829,r82_independent_replication,deception_enabled,4,215780087010434
r82_seed829_deception_enabled_rep05,829,r82_independent_replication,deception_enabled,5,241465401889537
r82_seed829_heterogeneous_risk_rep01,829,r82_independent_replication,heterogeneous_risk,1,129108478500262
r82_seed829_heterogeneous_risk_rep02,829,r82_independent_replication,heterogeneous_risk,2,225420367130718
r82_seed829_heterogeneous_risk_rep03,829,r82_independent_replication,heterogeneous_risk,3,248250129293214
r82_seed829_heterogeneous_risk_rep04,829,r82_independent_replication,heterogeneous_risk,4,162604369129740
r82_seed829_heterogeneous_risk_rep05,829,r82_independent_replication,heterogeneous_risk,5,5073183059313
r82_seed829_strong_village_information_rep01,829,r82_independent_replication,strong_village_information,1,90382519868163
r82_seed829_strong_village_information_rep02,829,r82_independent_replication,strong_village_information,2,38978366435641
r82_seed829_strong_village_information_rep03,829,r82_independent_replication,strong_village_information,3,260695382185239
r82_seed829_strong_village_information_rep04,829,r82_independent_replication,strong_village_information,4,81419653662246
r82_seed829_strong_village_information_rep05,829,r82_independent_replication,strong_village_information,5,244397402339365
r82_seed829_weak_village_information_rep01,829,r82_independent_replication,weak_village_information,1,98294902803781
r82_seed829_weak_village_information_rep02,829,r82_independent_replication,weak_village_information,2,178409375775284
r82_seed829_weak_village_information_rep03,829,r82_independent_replication,weak_village_information,3,143134622061655
r82_seed829_weak_village_information_rep04,829,r82_independent_replication,weak_village_information,4,183072711190472
r82_seed829_weak_village_information_rep05,829,r82_independent_replication,weak_village_information,5,132631372987202
r82_seed829_high_emotional_speech_rep01,829,r82_independent_replication,high_emotional_speech,1,251688426863697
r82_seed829_high_emotional_speech_rep02,829,r82_independent_replication,high_emotional_speech,2,4107958724363
r82_seed829_high_emotional_speech_rep03,829,r82_independent_replication,high_emotional_speech,3,179191332257481
r82_seed829_high_emotional_speech_rep04,829,r82_independent_replication,high_emotional_speech,4,245253902606808
r82_seed829_high_emotional_speech_rep05,829,r82_independent_replication,high_emotional_speech,5,78950315315729
r82_seed829_low_information_speech_rep01,829,r82_independent_replication,low_information_speech,1,74547983680481
r82_seed829_low_information_speech_rep02,829,r82_independent_replication,low_information_speech,2,166513854596253
r82_seed829_low_information_speech_rep03,829,r82_independent_replication,low_information_speech,3,228061623195966
r82_seed829_low_information_speech_rep04,829,r82_independent_replication,low_information_speech,4,259736252040871
r82_seed829_low_information_speech_rep05,829,r82_independent_replication,low_information_speech,5,158337118333245
r82_seed829_mixed_strategies_rep01,829,r82_independent_replication,mixed_strategies,1,48670016219447
r82_seed829_mixed_strategies_rep02,829,r82_independent_replication,mixed_strategies,2,189661211030825
r82_seed829_mixed_strategies_rep03,829,r82_independent_replication,mixed_strategies,3,268055033863418
r82_seed829_mixed_strategies_rep04,829,r82_independent_replication,mixed_strategies,4,170738634673163
r82_seed829_mixed_strategies_rep05,829,r82_independent_replication,mixed_strategies,5,152709911811255
r82_seed830_baseline_rep01,830,r82_independent_replication,baseline,1,92996354745314
r82_seed830_baseline_rep02,830,r82_independent_replication,baseline,2,277768502985708
r82_seed830_baseline_rep03,830,r82_independent_replication,baseline,3,191879906017784
r82_seed830_baseline_rep04,830,r82_independent_replication,baseline,4,255245269952531
r82_seed830_baseline_rep05,830,r82_independent_replication,baseline,5,34817829312828
r82_seed830_speech_enabled_rep01,830,r82_independent_replication,speech_enabled,1,148236705130166
r82_seed830_speech_enabled_rep02,830,r82_independent_replication,speech_enabled,2,8659239044322
r82_seed830_speech_enabled_rep03,830,r82_independent_replication,speech_enabled,3,104956409811980
r82_seed830_speech_enabled_rep04,830,r82_independent_replication,speech_enabled,4,84165361712548
r82_seed830_speech_enabled_rep05,830,r82_independent_replication,speech_enabled,5,55646739011166
r82_seed830_herding_enabled_rep01,830,r82_independent_replication,herding_enabled,1,40842761793206
r82_seed830_herding_enabled_rep02,830,r82_independent_replication,herding_enabled,2,211378822175256
r82_seed830_herding_enabled_rep03,830,r82_independent_replication,herding_enabled,3,248731254481175
r82_seed830_herding_enabled_rep04,830,r82_independent_replication,herding_enabled,4,268204234531436
r82_seed830_herding_enabled_rep05,830,r82_independent_replication,herding_enabled,5,61939960100955
r82_seed830_deception_enabled_rep01,830,r82_independent_replication,deception_enabled,1,102473528787853
r82_seed830_deception_enabled_rep02,830,r82_independent_replication,deception_enabled,2,159012118979399
r82_seed830_deception_enabled_rep03,830,r82_independent_replication,deception_enabled,3,104626985224464
r82_seed830_deception_enabled_rep04,830,r82_independent_replication,deception_enabled,4,62012367069934
r82_seed830_deception_enabled_rep05,830,r82_independent_replication,deception_enabled,5,125768389546398
r82_seed830_heterogeneous_risk_rep01,830,r82_independent_replication,heterogeneous_risk,1,32042109961725
r82_seed830_heterogeneous_risk_rep02,830,r82_independent_replication,heterogeneous_risk,2,141694245359769
r82_seed830_heterogeneous_risk_rep03,830,r82_independent_replication,heterogeneous_risk,3,180133805522917
r82_seed830_heterogeneous_risk_rep04,830,r82_independent_replication,heterogeneous_risk,4,204000840551529
r82_seed830_heterogeneous_risk_rep05,830,r82_independent_replication,heterogeneous_risk,5,255112171640273
r82_seed830_strong_village_information_rep01,830,r82_independent_replication,strong_village_information,1,185266088107637
r82_seed830_strong_village_information_rep02,830,r82_independent_replication,strong_village_information,2,83883075525643
r82_seed830_strong_village_information_rep03,830,r82_independent_replication,strong_village_information,3,216774248321037
r82_seed830_strong_village_information_rep04,830,r82_independent_replication,strong_village_information,4,25437195888478
r82_seed830_strong_village_information_rep05,830,r82_independent_replication,strong_village_information,5,126539078952704
r82_seed830_weak_village_information_rep01,830,r82_independent_replication,weak_village_information,1,142509844152375
r82_seed830_weak_village_information_rep02,830,r82_independent_replication,weak_village_information,2,279470058188677
r82_seed830_weak_village_information_rep03,830,r82_independent_replication,weak_village_information,3,173988141522462
r82_seed830_weak_village_information_rep04,830,r82_independent_replication,weak_village_information,4,81789514356964
r82_seed830_weak_village_information_rep05,830,r82_independent_replication,weak_village_information,5,54677178742613
r82_seed830_high_emotional_speech_rep01,830,r82_independent_replication,high_emotional_speech,1,65286638823244
r82_seed830_high_emotional_speech_rep02,830,r82_independent_replication,high_emotional_speech,2,112243300702979
r82_seed830_high_emotional_speech_rep03,830,r82_independent_replication,high_emotional_speech,3,72196021312324
r82_seed830_high_emotional_speech_rep04,830,r82_independent_replication,high_emotional_speech,4,47641203765415
r82_seed830_high_emotional_speech_rep05,830,r82_independent_replication,high_emotional_speech,5,244460932114361
r82_seed830_low_information_speech_rep01,830,r82_independent_replication,low_information_speech,1,169539331198430
r82_seed830_low_information_speech_rep02,830,r82_independent_replication,low_information_speech,2,5734940157124
r82_seed830_low_information_speech_rep03,830,r82_independent_replication,low_information_speech,3,230136530264024
r82_seed830_low_information_speech_rep04,830,r82_independent_replication,low_information_speech,4,118727974170542
r82_seed830_low_information_speech_rep05,830,r82_independent_replication,low_information_speech,5,220237597254172
r82_seed830_mixed_strategies_rep01,830,r82_independent_replication,mixed_strategies,1,50079756387098
r82_seed830_mixed_strategies_rep02,830,r82_independent_replication,mixed_strategies,2,84221960138634
r82_seed830_mixed_strategies_rep03,830,r82_independent_replication,mixed_strategies,3,220483827869508
r82_seed830_mixed_strategies_rep04,830,r82_independent_replication,mixed_strategies,4,145486996850401
r82_seed830_mixed_strategies_rep05,830,r82_independent_replication,mixed_strategies,5,88052858315838
r82_seed831_baseline_rep01,831,r82_independent_replication,baseline,1,241373002136125
r82_seed831_baseline_rep02,831,r82_independent_replication,baseline,2,10833563702143
r82_seed831_baseline_rep03,831,r82_independent_replication,baseline,3,31820337999007
r82_seed831_baseline_rep04,831,r82_independent_replication,baseline,4,227672985768112
r82_seed831_baseline_rep05,831,r82_independent_replication,baseline,5,27966093406676
r82_seed831_speech_enabled_rep01,831,r82_independent_replication,speech_enabled,1,56819819875242
r82_seed831_speech_enabled_rep02,831,r82_independent_replication,speech_enabled,2,170467147155794
r82_seed831_speech_enabled_rep03,831,r82_independent_replication,speech_enabled,3,144483662632785
r82_seed831_speech_enabled_rep04,831,r82_independent_replication,speech_enabled,4,63057800246086
r82_seed831_speech_enabled_rep05,831,r82_independent_replication,speech_enabled,5,253250026338636
r82_seed831_herding_enabled_rep01,831,r82_independent_replication,herding_enabled,1,201298681064463
r82_seed831_herding_enabled_rep02,831,r82_independent_replication,herding_enabled,2,164979898517617
r82_seed831_herding_enabled_rep03,831,r82_independent_replication,herding_enabled,3,191747168970633
r82_seed831_herding_enabled_rep04,831,r82_independent_replication,herding_enabled,4,277683366377705
r82_seed831_herding_enabled_rep05,831,r82_independent_replication,herding_enabled,5,260340904183186
r82_seed831_deception_enabled_rep01,831,r82_independent_replication,deception_enabled,1,247615492823983
r82_seed831_deception_enabled_rep02,831,r82_independent_replication,deception_enabled,2,122131587480451
r82_seed831_deception_enabled_rep03,831,r82_independent_replication,deception_enabled,3,69683804611555
r82_seed831_deception_enabled_rep04,831,r82_independent_replication,deception_enabled,4,259404949399242
r82_seed831_deception_enabled_rep05,831,r82_independent_replication,deception_enabled,5,36752383430891
r82_seed831_heterogeneous_risk_rep01,831,r82_independent_replication,heterogeneous_risk,1,261691062454939
r82_seed831_heterogeneous_risk_rep02,831,r82_independent_replication,heterogeneous_risk,2,38185409407202
r82_seed831_heterogeneous_risk_rep03,831,r82_independent_replication,heterogeneous_risk,3,191254002536491
r82_seed831_heterogeneous_risk_rep04,831,r82_independent_replication,heterogeneous_risk,4,167278197804031
r82_seed831_heterogeneous_risk_rep05,831,r82_independent_replication,heterogeneous_risk,5,91159745050695
r82_seed831_strong_village_information_rep01,831,r82_independent_replication,strong_village_information,1,215891677999909
r82_seed831_strong_village_information_rep02,831,r82_independent_replication,strong_village_information,2,89875491200894
r82_seed831_strong_village_information_rep03,831,r82_independent_replication,strong_village_information,3,269283279388718
r82_seed831_strong_village_information_rep04,831,r82_independent_replication,strong_village_information,4,183186713326125
r82_seed831_strong_village_information_rep05,831,r82_independent_replication,strong_village_information,5,142119975744187
r82_seed831_weak_village_information_rep01,831,r82_independent_replication,weak_village_information,1,204403175040605
r82_seed831_weak_village_information_rep02,831,r82_independent_replication,weak_village_information,2,74015570678017
r82_seed831_weak_village_information_rep03,831,r82_independent_replication,weak_village_information,3,125189784168383
r82_seed831_weak_village_information_rep04,831,r82_independent_replication,weak_village_information,4,242803452417515
r82_seed831_weak_village_information_rep05,831,r82_independent_replication,weak_village_information,5,241083501924916
r82_seed831_high_emotional_speech_rep01,831,r82_independent_replication,high_emotional_speech,1,132141178022177
r82_seed831_high_emotional_speech_rep02,831,r82_independent_replication,high_emotional_speech,2,163259163050119
r82_seed831_high_emotional_speech_rep03,831,r82_independent_replication,high_emotional_speech,3,247984162611794
r82_seed831_high_emotional_speech_rep04,831,r82_independent_replication,high_emotional_speech,4,8243486446482
r82_seed831_high_emotional_speech_rep05,831,r82_independent_replication,high_emotional_speech,5,228174426666380
r82_seed831_low_information_speech_rep01,831,r82_independent_replication,low_information_speech,1,217124670616220
r82_seed831_low_information_speech_rep02,831,r82_independent_replication,low_information_speech,2,200639840609675
r82_seed831_low_information_speech_rep03,831,r82_independent_replication,low_information_speech,3,50072964494487
r82_seed831_low_information_speech_rep04,831,r82_independent_replication,low_information_speech,4,167185596473242
r82_seed831_low_information_speech_rep05,831,r82_independent_replication,low_information_speech,5,244977898708195
r82_seed831_mixed_strategies_rep01,831,r82_independent_replication,mixed_strategies,1,220446084125106
r82_seed831_mixed_strategies_rep02,831,r82_independent_replication,mixed_strategies,2,103640962399560
r82_seed831_mixed_strategies_rep03,831,r82_independent_replication,mixed_strategies,3,39858538934614
r82_seed831_mixed_strategies_rep04,831,r82_independent_replication,mixed_strategies,4,34441651617491
r82_seed831_mixed_strategies_rep05,831,r82_independent_replication,mixed_strategies,5,74214814220741
r82_seed832_baseline_rep01,832,r82_independent_replication,baseline,1,81165217116568
r82_seed832_baseline_rep02,832,r82_independent_replication,baseline,2,61277754529326
r82_seed832_baseline_rep03,832,r82_independent_replication,baseline,3,153173254291432
r82_seed832_baseline_rep04,832,r82_independent_replication,baseline,4,255809672362165
r82_seed832_baseline_rep05,832,r82_independent_replication,baseline,5,20437670325321
r82_seed832_speech_enabled_rep01,832,r82_independent_replication,speech_enabled,1,217334906888227
r82_seed832_speech_enabled_rep02,832,r82_independent_replication,speech_enabled,2,216510837937878
r82_seed832_speech_enabled_rep03,832,r82_independent_replication,speech_enabled,3,143100227677914
r82_seed832_speech_enabled_rep04,832,r82_independent_replication,speech_enabled,4,25540999929147
r82_seed832_speech_enabled_rep05,832,r82_independent_replication,speech_enabled,5,117909856932985
r82_seed832_herding_enabled_rep01,832,r82_independent_replication,herding_enabled,1,32318811393701
r82_seed832_herding_enabled_rep02,832,r82_independent_replication,herding_enabled,2,264717796358458
r82_seed832_herding_enabled_rep03,832,r82_independent_replication,herding_enabled,3,28746605744506
r82_seed832_herding_enabled_rep04,832,r82_independent_replication,herding_enabled,4,92733749766281
r82_seed832_herding_enabled_rep05,832,r82_independent_replication,herding_enabled,5,71181299272921
r82_seed832_deception_enabled_rep01,832,r82_independent_replication,deception_enabled,1,157790298059883
r82_seed832_deception_enabled_rep02,832,r82_independent_replication,deception_enabled,2,47388226679132
r82_seed832_deception_enabled_rep03,832,r82_independent_replication,deception_enabled,3,174498581395212
r82_seed832_deception_enabled_rep04,832,r82_independent_replication,deception_enabled,4,99863124120305
r82_seed832_deception_enabled_rep05,832,r82_independent_replication,deception_enabled,5,76642111990199
r82_seed832_heterogeneous_risk_rep01,832,r82_independent_replication,heterogeneous_risk,1,124237398888527
r82_seed832_heterogeneous_risk_rep02,832,r82_independent_replication,heterogeneous_risk,2,135809824333375
r82_seed832_heterogeneous_risk_rep03,832,r82_independent_replication,heterogeneous_risk,3,95268239901603
r82_seed832_heterogeneous_risk_rep04,832,r82_independent_replication,heterogeneous_risk,4,104743226461642
r82_seed832_heterogeneous_risk_rep05,832,r82_independent_replication,heterogeneous_risk,5,274620902703222
