experiment_component,pair_id,game_id,seed,base_game_index,reference_or_replay,strategy,mirrored,physical_direction,actor_mapping,physical_mapping,action_log_id,action_count,reference_action_count,replay_action_count,action_sequence_exact_match,state_sequence_exact_match,winner_match,total_rounds_match,final_alive_set_match,first_divergence_event_index,first_divergence_round,first_divergence_phase,first_divergence_type,mirrored_action_sequence_match,first_check_mirror_match,full_check_sequence_mirror_match,vote_sequence_mirror_match,speech_sequence_mirror_match,winner_mirror_match,rounds_mirror_match,final_alive_mirror_match,winner,village_win,wolf_win,total_rounds,seer_actor_uid,seer_survived_to_game_end,total_seer_checks,found_wolf_by_check_1,found_wolf_by_check_2,found_wolf_by_check_3
supplied_action_replay,same_action_seed_43_base_22,same_action_seed_43_base_22,43,22,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""witch"",""2"":""villager"",""3"":""villager"",""4"":""villager"",""5"":""werewolf"",""6"":""werewolf"",""7"":""villager"",""8"":""werewolf"",""9"":""seer"",""10"":""hunter""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_22_physical_clockwise,41,41,41,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,9,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_23,same_action_seed_43_base_23,43,23,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""seer"",""4"":""werewolf"",""5"":""werewolf"",""6"":""hunter"",""7"":""werewolf"",""8"":""witch"",""9"":""villager"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_23_physical_clockwise,45,45,45,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,3,0,3,1,1,1
supplied_action_replay,same_action_seed_43_base_24,same_action_seed_43_base_24,43,24,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""seer"",""3"":""villager"",""4"":""witch"",""5"":""villager"",""6"":""hunter"",""7"":""werewolf"",""8"":""werewolf"",""9"":""villager"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_24_physical_clockwise,60,60,60,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,2,1,4,0,0,1
supplied_action_replay,same_action_seed_43_base_25,same_action_seed_43_base_25,43,25,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""hunter"",""2"":""seer"",""3"":""villager"",""4"":""villager"",""5"":""werewolf"",""6"":""witch"",""7"":""werewolf"",""8"":""villager"",""9"":""werewolf"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_25_physical_clockwise,42,42,42,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,2,0,2,0,0,0
supplied_action_replay,same_action_seed_43_base_26,same_action_seed_43_base_26,43,26,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""villager"",""3"":""hunter"",""4"":""witch"",""5"":""villager"",""6"":""werewolf"",""7"":""villager"",""8"":""villager"",""9"":""werewolf"",""10"":""seer""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_26_physical_clockwise,68,68,68,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,10,0,4,1,1,1
supplied_action_replay,same_action_seed_43_base_27,same_action_seed_43_base_27,43,27,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""witch"",""3"":""hunter"",""4"":""werewolf"",""5"":""villager"",""6"":""werewolf"",""7"":""werewolf"",""8"":""villager"",""9"":""seer"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_27_physical_clockwise,58,58,58,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,9,1,3,0,0,0
supplied_action_replay,same_action_seed_43_base_28,same_action_seed_43_base_28,43,28,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""seer"",""2"":""villager"",""3"":""werewolf"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""villager"",""8"":""hunter"",""9"":""werewolf"",""10"":""witch""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_28_physical_clockwise,66,66,66,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,1,0,4,0,1,1
supplied_action_replay,same_action_seed_43_base_29,same_action_seed_43_base_29,43,29,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""hunter"",""3"":""witch"",""4"":""werewolf"",""5"":""villager"",""6"":""seer"",""7"":""villager"",""8"":""villager"",""9"":""werewolf"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_29_physical_clockwise,68,68,68,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,5,6,0,2,0,0,0
supplied_action_replay,same_action_seed_43_base_30,same_action_seed_43_base_30,43,30,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""seer"",""4"":""villager"",""5"":""werewolf"",""6"":""hunter"",""7"":""werewolf"",""8"":""werewolf"",""9"":""villager"",""10"":""witch""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_30_physical_clockwise,54,54,54,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,3,0,2,0,1,1
supplied_action_replay,same_action_seed_43_base_31,same_action_seed_43_base_31,43,31,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""seer"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""hunter"",""8"":""werewolf"",""9"":""werewolf"",""10"":""witch""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_31_physical_clockwise,58,58,58,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,3,1,3,1,1,1
supplied_action_replay,same_action_seed_43_base_32,same_action_seed_43_base_32,43,32,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""werewolf"",""4"":""hunter"",""5"":""werewolf"",""6"":""villager"",""7"":""villager"",""8"":""villager"",""9"":""seer"",""10"":""witch""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_32_physical_clockwise,44,44,44,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,9,0,3,0,0,1
supplied_action_replay,same_action_seed_43_base_33,same_action_seed_43_base_33,43,33,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""werewolf"",""4"":""seer"",""5"":""villager"",""6"":""werewolf"",""7"":""villager"",""8"":""witch"",""9"":""hunter"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_33_physical_clockwise,50,50,50,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,4,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_34,same_action_seed_43_base_34,43,34,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""werewolf"",""4"":""witch"",""5"":""villager"",""6"":""werewolf"",""7"":""seer"",""8"":""villager"",""9"":""villager"",""10"":""hunter""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_34_physical_clockwise,59,59,59,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,7,0,3,0,0,0
supplied_action_replay,same_action_seed_43_base_35,same_action_seed_43_base_35,43,35,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""villager"",""3"":""werewolf"",""4"":""villager"",""5"":""hunter"",""6"":""villager"",""7"":""seer"",""8"":""witch"",""9"":""werewolf"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_35_physical_clockwise,53,53,53,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,7,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_36,same_action_seed_43_base_36,43,36,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""villager"",""3"":""werewolf"",""4"":""villager"",""5"":""witch"",""6"":""seer"",""7"":""werewolf"",""8"":""villager"",""9"":""hunter"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_36_physical_clockwise,49,49,49,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,6,0,2,1,1,1
supplied_action_replay,same_action_seed_43_base_37,same_action_seed_43_base_37,43,37,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""witch"",""3"":""werewolf"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""seer"",""8"":""hunter"",""9"":""villager"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_37_physical_clockwise,64,64,64,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,7,0,2,0,0,0
supplied_action_replay,same_action_seed_43_base_38,same_action_seed_43_base_38,43,38,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""werewolf"",""3"":""villager"",""4"":""witch"",""5"":""hunter"",""6"":""seer"",""7"":""villager"",""8"":""werewolf"",""9"":""villager"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_38_physical_clockwise,59,59,59,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,6,0,3,0,1,1
supplied_action_replay,same_action_seed_43_base_39,same_action_seed_43_base_39,43,39,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""hunter"",""3"":""werewolf"",""4"":""villager"",""5"":""villager"",""6"":""werewolf"",""7"":""witch"",""8"":""seer"",""9"":""villager"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_39_physical_clockwise,61,61,61,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,8,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_40,same_action_seed_43_base_40,43,40,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""seer"",""2"":""villager"",""3"":""villager"",""4"":""werewolf"",""5"":""villager"",""6"":""werewolf"",""7"":""hunter"",""8"":""werewolf"",""9"":""villager"",""10"":""witch""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_40_physical_clockwise,23,23,23,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,1,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_41,same_action_seed_43_base_41,43,41,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""villager"",""4"":""hunter"",""5"":""villager"",""6"":""werewolf"",""7"":""witch"",""8"":""seer"",""9"":""werewolf"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_41_physical_clockwise,56,56,56,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,8,0,2,1,1,1
supplied_action_replay,same_action_seed_43_base_42,same_action_seed_43_base_42,43,42,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""villager"",""3"":""witch"",""4"":""villager"",""5"":""villager"",""6"":""seer"",""7"":""villager"",""8"":""werewolf"",""9"":""hunter"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_42_physical_clockwise,53,53,53,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,6,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_43,same_action_seed_43_base_43,43,43,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""villager"",""3"":""witch"",""4"":""villager"",""5"":""villager"",""6"":""villager"",""7"":""werewolf"",""8"":""werewolf"",""9"":""seer"",""10"":""hunter""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_43_physical_clockwise,22,22,22,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,9,1,2,0,1,1
supplied_action_replay,same_action_seed_43_base_44,same_action_seed_43_base_44,43,44,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""werewolf"",""4"":""villager"",""5"":""hunter"",""6"":""villager"",""7"":""villager"",""8"":""werewolf"",""9"":""witch"",""10"":""seer""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_44_physical_clockwise,53,53,53,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,10,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_45,same_action_seed_43_base_45,43,45,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""villager"",""4"":""witch"",""5"":""werewolf"",""6"":""werewolf"",""7"":""seer"",""8"":""villager"",""9"":""hunter"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_45_physical_clockwise,55,55,55,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,7,1,3,0,0,0
supplied_action_replay,same_action_seed_43_base_46,same_action_seed_43_base_46,43,46,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""witch"",""2"":""seer"",""3"":""werewolf"",""4"":""villager"",""5"":""villager"",""6"":""werewolf"",""7"":""werewolf"",""8"":""villager"",""9"":""villager"",""10"":""hunter""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_46_physical_clockwise,56,56,56,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,3,2,0,2,1,1,1
supplied_action_replay,same_action_seed_43_base_47,same_action_seed_43_base_47,43,47,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""seer"",""4"":""witch"",""5"":""werewolf"",""6"":""werewolf"",""7"":""hunter"",""8"":""villager"",""9"":""villager"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_47_physical_clockwise,60,60,60,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,3,1,4,0,1,1
supplied_action_replay,same_action_seed_43_base_48,same_action_seed_43_base_48,43,48,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""witch"",""2"":""villager"",""3"":""villager"",""4"":""hunter"",""5"":""villager"",""6"":""seer"",""7"":""werewolf"",""8"":""werewolf"",""9"":""villager"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_48_physical_clockwise,65,65,65,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,6,0,3,1,1,1
supplied_action_replay,same_action_seed_43_base_49,same_action_seed_43_base_49,43,49,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""hunter"",""4"":""villager"",""5"":""werewolf"",""6"":""seer"",""7"":""villager"",""8"":""werewolf"",""9"":""witch"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_49_physical_clockwise,54,54,54,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,6,0,2,0,1,1
supplied_action_replay,same_action_seed_43_base_50,same_action_seed_43_base_50,43,50,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""seer"",""3"":""villager"",""4"":""werewolf"",""5"":""villager"",""6"":""hunter"",""7"":""witch"",""8"":""werewolf"",""9"":""werewolf"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_50_physical_clockwise,23,23,23,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,2,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_51,same_action_seed_43_base_51,43,51,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""werewolf"",""4"":""witch"",""5"":""hunter"",""6"":""seer"",""7"":""werewolf"",""8"":""werewolf"",""9"":""villager"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_51_physical_clockwise,44,44,44,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,6,0,2,1,1,1
supplied_action_replay,same_action_seed_43_base_52,same_action_seed_43_base_52,43,52,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""seer"",""3"":""villager"",""4"":""werewolf"",""5"":""hunter"",""6"":""werewolf"",""7"":""witch"",""8"":""villager"",""9"":""villager"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_52_physical_clockwise,53,53,53,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,2,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_53,same_action_seed_43_base_53,43,53,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""seer"",""2"":""werewolf"",""3"":""villager"",""4"":""witch"",""5"":""villager"",""6"":""villager"",""7"":""villager"",""8"":""werewolf"",""9"":""werewolf"",""10"":""hunter""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_53_physical_clockwise,59,59,59,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,1,0,3,1,1,1
supplied_action_replay,same_action_seed_43_base_54,same_action_seed_43_base_54,43,54,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""seer"",""2"":""werewolf"",""3"":""villager"",""4"":""villager"",""5"":""hunter"",""6"":""villager"",""7"":""villager"",""8"":""werewolf"",""9"":""witch"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_54_physical_clockwise,59,59,59,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,1,0,3,1,1,1
supplied_action_replay,same_action_seed_43_base_55,same_action_seed_43_base_55,43,55,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""witch"",""2"":""werewolf"",""3"":""werewolf"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""villager"",""8"":""seer"",""9"":""hunter"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_55_physical_clockwise,41,41,41,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,8,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_56,same_action_seed_43_base_56,43,56,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""seer"",""2"":""villager"",""3"":""werewolf"",""4"":""villager"",""5"":""villager"",""6"":""villager"",""7"":""werewolf"",""8"":""werewolf"",""9"":""witch"",""10"":""hunter""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_56_physical_clockwise,61,61,61,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,1,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_57,same_action_seed_43_base_57,43,57,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""hunter"",""2"":""werewolf"",""3"":""villager"",""4"":""seer"",""5"":""villager"",""6"":""villager"",""7"":""witch"",""8"":""werewolf"",""9"":""werewolf"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_57_physical_clockwise,58,58,58,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,4,1,3,0,0,0
supplied_action_replay,same_action_seed_43_base_58,same_action_seed_43_base_58,43,58,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""villager"",""3"":""hunter"",""4"":""villager"",""5"":""villager"",""6"":""villager"",""7"":""witch"",""8"":""werewolf"",""9"":""werewolf"",""10"":""seer""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_58_physical_clockwise,53,53,53,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,10,0,3,1,1,1
supplied_action_replay,same_action_seed_43_base_59,same_action_seed_43_base_59,43,59,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""werewolf"",""2"":""hunter"",""3"":""werewolf"",""4"":""seer"",""5"":""villager"",""6"":""werewolf"",""7"":""villager"",""8"":""villager"",""9"":""witch"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_59_physical_clockwise,53,53,53,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,3,4,0,1,0,0,0
supplied_action_replay,same_action_seed_43_base_60,same_action_seed_43_base_60,43,60,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""werewolf"",""3"":""villager"",""4"":""hunter"",""5"":""werewolf"",""6"":""werewolf"",""7"":""villager"",""8"":""witch"",""9"":""villager"",""10"":""seer""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_60_physical_clockwise,60,60,60,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,10,0,4,0,1,1
supplied_action_replay,same_action_seed_43_base_61,same_action_seed_43_base_61,43,61,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""witch"",""3"":""villager"",""4"":""werewolf"",""5"":""hunter"",""6"":""werewolf"",""7"":""villager"",""8"":""werewolf"",""9"":""seer"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_61_physical_clockwise,56,56,56,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,9,1,4,0,0,0
supplied_action_replay,same_action_seed_43_base_62,same_action_seed_43_base_62,43,62,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""seer"",""3"":""villager"",""4"":""witch"",""5"":""villager"",""6"":""hunter"",""7"":""villager"",""8"":""werewolf"",""9"":""werewolf"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_62_physical_clockwise,57,57,57,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,3,2,0,3,0,0,0
supplied_action_replay,same_action_seed_43_base_63,same_action_seed_43_base_63,43,63,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""hunter"",""2"":""villager"",""3"":""villager"",""4"":""seer"",""5"":""witch"",""6"":""werewolf"",""7"":""villager"",""8"":""villager"",""9"":""werewolf"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_63_physical_clockwise,57,57,57,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,4,4,0,3,0,1,1
supplied_action_replay,same_action_seed_43_base_64,same_action_seed_43_base_64,43,64,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""witch"",""2"":""hunter"",""3"":""werewolf"",""4"":""villager"",""5"":""villager"",""6"":""villager"",""7"":""villager"",""8"":""seer"",""9"":""werewolf"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_64_physical_clockwise,57,57,57,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,4,8,0,3,1,1,1
supplied_action_replay,same_action_seed_43_base_65,same_action_seed_43_base_65,43,65,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""hunter"",""4"":""villager"",""5"":""villager"",""6"":""seer"",""7"":""werewolf"",""8"":""witch"",""9"":""werewolf"",""10"":""werewolf""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_65_physical_clockwise,56,56,56,1,1,1,1,1,,,,none,,,,,,,,,village,1,0,3,6,1,3,1,1,1
supplied_action_replay,same_action_seed_43_base_66,same_action_seed_43_base_66,43,66,reference_replay_pair,physical_clockwise,0,same_physical_actions,"{""1"":""villager"",""2"":""villager"",""3"":""werewolf"",""4"":""hunter"",""5"":""werewolf"",""6"":""werewolf"",""7"":""seer"",""8"":""villager"",""9"":""witch"",""10"":""villager""}","{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9,""10"":10}",same_action_reference_seed_43_base_66_physical_clockwise,42,42,42,1,1,1,1,1,,,,none,,,,,,,,,wolf,0,1,2,7,0,2,0,0,0
